svk_source	term_id	term	meeting	date	time	type	mp_id	moderator	fullname	firstname	lastname	title	party	party_short	dob	gender	nationality	residence	district	email	personal_web	mp_web	difterm	transcript_link	speech	lem	agenda
SK_term_4.tsv-line358	368	4	1	20060704			319	0	Minárik, Pavol	Pavol	Minárik	RNDr.	Kresťanskodemokratické hnutie	KDH	19570625	0	slovenská	Bratislava	Bratislavský	pavol_minarik@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=319&CisObdobia=4	0	docx	Vážený pán predseda, dovoľte, aby som pozval členov výboru pre kultúru a médiá na ustanovujúcu schôdzu do miestnosti č. 32 na prízemí. Ďakujem pekne.	vážený pán predseda, dovoliť, aby byť pozvať člen výbor pre kultúra a médium na ustanovujúci schôdza do miestnosť č. 32 na prízemie. ďakovať pekne.	-
SK_term_4.tsv-line359	369	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Pán predseda Novotný.	pán predseda novotný.	-
SK_term_4.tsv-line360	370	4	1	20060704			326	0	Novotný, Viliam	Viliam	Novotný	MUDr.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19730313	0	slovenská	Košice	Košický	viliam_novotny@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=326&CisObdobia=4	0	docx	Ďakujem pekne za slovo. Vážené kolegyne, vážení kolegovia, dovoľte, aby som vás pozval na ustanovujúcu schôdzu výboru pre zdravotníctvo do rokovacej miestnosti č. 143 na 1. poschodí o 5 minút.	ďakovať pekne za slovo. vážený kolegyňa, vážený kolega, dovoliť, aby byť vy pozvať na ustanovujúci schôdza výbor pre zdravotníctvo do rokovaci miestnosť č. 143 na 1. poschodie o 5 minúta.	-
SK_term_4.tsv-line361	371	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem. Pani predsedníčka Laššáková.	ďakovať. pani predsedníčka laššáková.	-
SK_term_4.tsv-line362	372	4	1	20060704			278	0	Laššáková, Jana	Jana	Laššáková	JUDr.	SMER – sociálna demokracia	SMER-SD	19520522	1	slovenská	Vlkanová	Banskobystrický	jana_lassakova@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=278&CisObdobia=4	0	docx	Ďakujem pekne za slovo. Vážené panie poslankyne, páni poslanci, členovia výboru na preskúmanie rozhodnutí NBÚ, pozývam vás na zasadnutie výboru do miestnosti č. 34 o 19.45 hodine.	ďakovať pekne za slovo. vážený panie poslankyňa, páni poslanec, člen výbor na preskúmanie rozhodnutie nbú, pozývať vy na zasadnutie výbor do miestnosť č. 34 o 19. 45 hodina.	-
SK_term_4.tsv-line363	373	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem. Pán predseda Zala.	ďakovať. pán predseda zala.	-
SK_term_4.tsv-line364	374	4	1	20060704			296	0	Zala, Boris	Boris	Zala	PhDr.	SMER – sociálna demokracia	SMER-SD	19541209	0	slovenská	Bratislava	Bratislavský	boris_zala@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=296&CisObdobia=4	0	docx	Pozývam členov zahraničného výboru na ustanovujúcu schôdzu do miestnosti č. 183 hneď po skončení zasadnutia Národnej rady. Ďakujem.	pozývať člen zahraničný výbor na ustanovujúci schôdza do miestnosť č. 183 hneď po skončenie zasadnutie národný rada. ďakovať.	-
SK_term_4.tsv-line365	375	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem. Pán predseda Šimko.	ďakovať. pán predseda šimko.	-
SK_term_4.tsv-line366	376	4	1	20060704			291	0	Šimko, Jozef	Jozef	Šimko	Ing.	Kresťanskodemokratické hnutie	KDH	19561009	0	slovenská	Stropkov	Prešovský	jozef_simko@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=291&CisObdobia=4	0	docx	Ďakujem za slovo, pán predseda. Vážené panie poslankyne, páni poslanci, chcem oznámiť členom osobitného kontrolného výboru na kontrolu činnosti Vojenského spravodajstva, že zvolávam ustanovujúcu schôdzu na 19.00 hodinu do miestnosti č. 34, prízemie. Ďakujem.	ďakovať za slovo, pán predseda. vážený panie poslankyňa, pán poslanec, chcieť oznámiť člen osobitný kontrolný výbor na kontrola činnosť vojenský spravodajstvo, že zvolávať ustanovujúci schôdza na 19. 00 hodina do miestnosť č. 34, prízemie. ďakovať.	-
SK_term_4.tsv-line367	377	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem. Pán predseda Devínsky.	ďakovať. pán predseda devínsky.	-
SK_term_4.tsv-line368	378	4	1	20060704			250	0	Devínsky, Ferdinand	Ferdinand	Devínsky	Dr. h. c. prof. Ing., DrSc.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19470817	0	slovenská	Bratislava	Bratislavský	ferdinand_devinsky@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=250&CisObdobia=4	0	docx	Ďakujem za slovo. Vážené panie poslankyne, vážení páni poslanci, pozývame vás na ustanovujúcu schôdzu výboru pre vzdelanie, mládež, vedu a šport do miestnosti č. 33 na prízemí.	ďakovať za slovo. vážený panie poslankyňa, vážený pán poslanec, pozývať vy na ustanovujúci schôdza výbor pre vzdelanie, mládež, veda a šport do miestnosť č. 33 na prízemie.	-
SK_term_4.tsv-line369	379	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem. Pán predseda Burian.	ďakovať. pán predseda burian.	-
SK_term_4.tsv-line370	380	4	1	20060704			243	0	Burian, Jozef	Jozef	Burian	Ing.	SMER – sociálna demokracia	SMER-SD	19610921	0	slovenská	Košice	Košický	jozef_burian@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=243&CisObdobia=4	0	docx	Ďakujem, pán predseda. Vážené kolegyne, kolegovia, členovia výboru, chcem vás pozvať na ustanovujúcu schôdzu výboru pre financie, rozpočet a menu na prízemí č. dverí 31. Ďakujem.	ďakovať, pán predseda. vážený kolegyňa, kolega, člen výbor, chcieť vy pozvať na ustanovujúci schôdza výbor pre financie, rozpočet a menu na prízemie č. dvere 31. ďakovať.	-
SK_term_4.tsv-line371	381	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem. Pán predseda Nagy.	ďakovať. pán predseda Nagy.	-
SK_term_4.tsv-line372	382	4	1	20060704			96	0	Nagy, László A.	László A.	Nagy	PhDr.	Strana maďarskej koalície – Magyar Koalíció Pártja	SMK	19480810	0	maďarská	Bratislava	Bratislavský	laszlo_nagy@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=96&CisObdobia=4	0	docx	Ďakujem, pán predseda. Vážené panie kolegyne, páni kolegovia, pozývam členov výboru pre ľudské práva na ustanovujúcu schôdzu do miestnosti č. 149 na 1. poschodí ihneď.	ďakovať, pán predseda. vážený panie kolegyňa, pán kolega, pozývať člen výbor pre ľudský právo na ustanovujúci schôdza do miestnosť č. 149 na 1. poschodie ihneď.	-
SK_term_4.tsv-line373	383	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem pekne. Pán predseda Kondrót.	ďakovať pekne. pán predseda kondrót.	-
SK_term_4.tsv-line374	384	4	1	20060704			275	0	Kondrót, Maroš	Maroš	Kondrót	Ing.	SMER – sociálna demokracia	SMER-SD	19601106	0	slovenská	Bratislava	Bratislavský	maros.kondrot@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=275&CisObdobia=4	0	docx	Ďakujem pekne, pán predseda, za slovo. Vážené kolegyne, vážení kolegovia, dovoľujem si pozvať členov výboru pre hospodársku politiku na schôdzu výboru hneď po skončení schôdze Národnej rady. Bude to v miestnosti č. 30 naľavo vzadu na prízemí. Ďakujem.	ďakovať pekne, pán predseda, za slovo. vážený kolegyňa, vážený kolega, dovoľovať si pozvať člen výbor pre hospodársky politika na schôdza výbor hneď po skončenie schôdza národný rada. byť to v miestnosť č. 30 naľavo vzadu na prízemie. ďakovať.	-
SK_term_4.tsv-line375	385	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem. Pán predseda Gál.	ďakovať. pán predseda gál.	-
SK_term_4.tsv-line376	386	4	1	20060704			258	0	Gál, Gábor	Gábor	Gál	Mgr.	Strana maďarskej koalície – Magyar Koalíció Pártja	SMK	19741122	0	maďarská	Veľká Mača	Trnavský	gabor_gal@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=258&CisObdobia=4	0	docx	Ďakujem za slovo, pán predseda. Pozývam členov výboru pre nezlučiteľnosť funkcií na ustanovujúcu schôdzu výboru, ktorá sa uskutoční o 19.00 hodine v zasadacej miestnosti č. 76 na prízemí, to je naľavo od vchodu.	ďakovať za slovo, pán predseda. pozývať člen výbor pre nezlučiteľnosť funkcia na ustanovujúci schôdza výbor, ktorý sa uskutočniť o 19. 00 hodina v zasadací miestnosť č. 76 na prízemie, to byť naľavo od vchod.	-
SK_term_4.tsv-line377	387	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem pekne. Pán predseda Urbáni.	ďakovať pekne. pán predseda urbán.	-
SK_term_4.tsv-line378	388	4	1	20060704			307	0	Urbáni, Milan	Milan	Urbáni	MUDr., CSc. MPH	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19440821	0	slovenská	Banská Bystrica	Banskobystrický	milan_urbani@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=307&CisObdobia=4	0	docx	Ďakujem pekne. Dámy a páni, poprosím všetkých členov...	ďakovať pekne. dám a pán, poprosiť všetok člen. ..	-
SK_term_4.tsv-line379	389	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Poprosím technikov.	poprosiť technik.	-
SK_term_4.tsv-line380	390	4	1	20060704			307	0	Urbáni, Milan	Milan	Urbáni	MUDr., CSc. MPH	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19440821	0	slovenská	Banská Bystrica	Banskobystrický	milan_urbani@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=307&CisObdobia=4	0	docx	Dámy a páni, poprosím všetkých členov aj náhradníkov výboru pre európske záležitosti, aby po skončení základných výborov okamžite potom hneď prišli do miestnosti č. 149. Ďakujem pekne.	dám a pán, poprosiť všetok člen aj náhradník výbor pre európsky záležitosť, aby po skončenie základný výbor okamžite potom hneď prísť do miestnosť č. 149. ďakovať pekne.	-
SK_term_4.tsv-line381	391	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem. Pán predseda Pučík.	ďakovať. pán predseda pučík.	-
SK_term_4.tsv-line382	392	4	1	20060704			686	0	Pučík, Rudolf	Rudolf	Pučík	JUDr.	Slovenská národná strana	SNS	19561204	0	slovenská	Senec	Bratislavský	rudolf_pucik@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=686&CisObdobia=4	0	docx	Vážené panie poslankyne, páni poslanci, zvolávam ustanovujúcu schôdzu Výboru Národnej rady pre obranu a bezpečnosť o 18.45 hodine po skončení rokovania pléna do miestnosti č. 34.	vážený panie poslankyňa, pán poslanec, zvolávať ustanovujúci schôdza výbor národný rada pre obrana a bezpečnosť o 18. 45 hodina po skončenie rokovanie plénus do miestnosť č. 34.	-
SK_term_4.tsv-line383	393	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem pekne. Pán predseda Korček.	ďakovať pekne. pán predseda korček.	-
SK_term_4.tsv-line384	394	4	1	20060704			712	0	Korček, Tomáš	Tomáš	Korček	JUDr.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19760115	0	slovenská	Bratislava	Bratislavský	tomas_korcek@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=712&CisObdobia=4	0	docx	Vážené kolegyne, vážení kolegovia, dovoľte, aby som vám oznámil, že ustanovujúca schôdza osobitného kontrolného výboru na kontrolu činnosti SIS sa uskutoční po ukončení rokovaní stálych výborov v miestnosti č. 31. Ďakujem.	vážený kolegyňa, vážený kolega, dovoliť, aby byť vy oznámiť, že ustanovujúci schôdzo osobitný kontrolný výbor na kontrola činnosť sis sa uskutočniť po ukončenie rokovanie stály výbor v miestnosť č. 31. ďakovať.	-
SK_term_4.tsv-line385	395	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem pekne. Pán predseda Cabaj.	ďakovať pekne. pán predseda cabaj.	-
SK_term_4.tsv-line386	396	4	1	20060704			24	0	Cabaj, Tibor	Tibor	Cabaj	NA	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19540315	0	slovenská	Kuzmice	Nitriansky	tibor_cabaj@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=24&CisObdobia=4	0	docx	Panie poslankyne, páni poslanci, dovoľte, aby som zvolal ustanovujúcu schôdzu výboru pre verejnú správu a rozvoj regiónov ihneď po skončení ustanovujúcej schôdze Národnej rady do miestnosti č. 147.	panie poslankyňa, pán poslanec, dovoliť, aby byť zvolať ustanovujúci schôdza výbor pre verejný správa a rozvoj región ihneď po skončenie ustanovujúci schôdza národný rada do miestnosť č. 147.	-
SK_term_4.tsv-line387	397	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem pekne. Pán predseda Korba.	ďakovať pekne. pán predseda korba.	-
SK_term_4.tsv-line388	398	4	1	20060704			666	0	Korba, Anton	Anton	Korba	Ing.	Slovenská národná strana	SNS	19550905	0	slovenská	Pavlovce	Prešovský	anton_korba@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=666&CisObdobia=4	0	docx	Vážený pán predseda, vážené pani poslankyne, vážení páni poslanci, zvolávam ustanovujúcu schôdzu Osobitného kontrolného výboru Národnej rady na kontrolu činnosti NBÚ o 19.00 hodine. Ďakujem.	vážený pán predseda, vážený pani poslankyňa, vážený pán poslanec, zvolávať ustanovujúci schôdza osobitný kontrolný výbor národný rada na kontrola činnosť nbú o 19. 00 hodina. ďakovať.	-
SK_term_4.tsv-line389	399	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem pekne. Pán predseda Slabý.	ďakovať pekne. pán predseda slabý.	-
SK_term_4.tsv-line390	400	4	1	20060704			698	0	Slabý, Ján	Ján	Slabý	NA	Slovenská národná strana	SNS	19520919	0	slovenská	Trebišov	Košický	jan_slaby@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=698&CisObdobia=4	0	docx	Ďakujem, pán predseda. Pozývam členov výboru pre pôdohospodárstvo, životné prostredie a ochranu prírody do miestnosti č. 148 na 1. poschodí hneď po skončení zasadnutia Národnej rady. Ďakujem.	ďakovať, pán predseda. pozývať člen výbor pre pôdohospodárstvo, životný prostredie a ochrana príroda do miestnosť č. 148 na 1. poschodie hneď po skončenie zasadnutie národný rada. ďakovať.	-
SK_term_4.tsv-line391	401	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem pekne. Pán predseda Halecký.	ďakovať pekne. pán predseda halecký.	-
SK_term_4.tsv-line392	402	4	1	20060704			660	0	Halecký, Jozef	Jozef	Halecký	MUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19500814	0	slovenská	Bardejov	Prešovský	jozef_halecky@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=660&CisObdobia=4	0	docx	Ďakujem, pán predseda. Zvolávam členov Výboru Národnej rady Slovenskej republiky pre sociálne veci a bývanie na č. dverí 245, 2. poschodie. Ďakujem.	ďakovať, pán predseda. zvolávať člen výbor národný rada slovenský republika pre sociálny vec a bývanie na č. dvere 245, 2. poschodie. ďakovať.	-
SK_term_4.tsv-line393	403	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem. Pán predseda Mamojka.	ďakovať. pán predseda mamojka.	-
SK_term_4.tsv-line394	404	4	1	20060704			673	0	Mamojka, Mojmír	Mojmír	Mamojka	Dr. h. c. mult. prof. JUDr., CSc.	SMER – sociálna demokracia	SMER-SD	19500729	0	slovenská	Veľký Biel	Bratislavský	mojmir_mamojka@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=673&CisObdobia=4	0	docx	Vážené kolegyne, kolegovia, dovolím si vás pozvať na zasadnutie ústavnoprávneho výboru na č. dverí 150 ihneď po skončení tohto zasadnutia Národnej rady. Ďakujem.	vážený kolegyňa, kolega, dovoliť si vy pozvať na zasadnutie ústavnoprávny výbor na č. dvere 150 ihneď po skončenie tento zasadnutie národný rada. ďakovať.	-
SK_term_4.tsv-line395	405	4	1	20060704			286	1	Paška, Pavol	Pavol	Paška	Mgr.	SMER – sociálna demokracia	SMER-SD	19580223	0	slovenská	Košice	Košický	pavol_paska@nrsr.sk	www.pavolpaska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=286&CisObdobia=4	0	docx	Ďakujem pekne. Dovoľte aj mne ešte jeden oznam, chcel by som poprosiť predsedov poslaneckých klubov, aby sme sa stretli vo štvrtok o 14.00 hodine v trakte predsedu Národnej rady. Ďakujem pekne. Dámy a páni, týmto sme naozaj vyčerpali program dnešnej schôdze. Chcem sa vám všetkým veľmi pekne poďakovať nielen za dôveru, ktorú ste mi vyjadrili voľbou za predsedu Národnej rady, ale aj za naozaj veľmi hladký priebeh tejto ustanovujúcej schôdze Národnej rady Slovenskej republiky. Kiežby celé štvorročné volebné obdobie, tak ako som to vyjadril vo svojom prejave, bolo poznamenané takýmto rešpektom a konsenzom, ktorý nepochybne bude v prospech Slovenska a jeho občanov. A dovoľte mi teraz pozvať vás na čašu vína. Ďakujem vám veľmi pekne. (Reakcia z pléna.) V poslaneckom salóne. (Potlesk.) [Rokovanie ustanovujúcej (1.) schôdze NR SR sa skončilo o 18.24 hodine.]	ďakovať pekne. dovoliť aj ja ešte jeden oznam, chcieť by byť poprosiť predsedov poslanecký klub, aby byť sa stretnúť v štvrtok o 14. 00 hodina v trakt predsed národný rada. dám a pán, táto byť naozaj vyčerpať program dnešný schôdza. chcieť sa vy všetok veľmi pekne poďakovať nielen za dôvera, ktorý byť ja vyjadriť voľba za predsed národný rada, ale aj za naozaj veľmi hladký priebeh táto ustanovujúci schôdza národný rada slovenský republika. kiežby celý štvorročný volebný obdobie, tak ako byť to vyjadriť v svoj prejav, byť poznamenaný takýto rešpekt a konsenz, ktorý nepochybne byť v prospech slovensko a jeho občan. a dovoliť ja teraz pozvať vy na čaša víno. ďakovať vy veľmi pekne.  (reakcia z plénus.) v poslanecký salón.  (potlesk.) [ rokovanie ustanovujúci (1. ) schôdza nr sr sa skončiť o 18. 24 hodina.]	-
